Folder_Name,RNA_Number,Protein_Class_0_Likelihood,Protein_Class_1_Likelihood,Protein_Class_2_Likelihood,Protein_Class_3_Likelihood,Protein_Class_4_Likelihood,Protein_Class_5_Likelihood,Protein_Class_6_Likelihood,Protein_Class_7_Likelihood,Protein_Class_8_Likelihood,Protein_Class_9_Likelihood,Protein_Class_10_Likelihood,Protein_Class_11_Likelihood,Protein_Class_12_Likelihood,Protein_Class_13_Likelihood,Protein_Class_14_Likelihood,Protein_Class_15_Likelihood,Protein_Class_16_Likelihood
/Users/marcobenavides/repos/ML4FG/3D-RBP/Data/datasets/clip/27_ICLIP_TDP43_hg19,10,5.1215734e-06,4.211564e-05,0.0001347487,0.0009883957,0.00018548404,0.0110487295,1.1287271e-06,0.9832306,0.000213837,1.2496016e-06,1.9234074e-06,0.0041252575,3.3384865e-06,3.551886e-06,2.3553216e-07,1.1428805e-05,2.8330746e-06
/Users/marcobenavides/repos/ML4FG/3D-RBP/Data/datasets/clip/23_PARCLIP_PUM2_hg19,11,1.0209417e-07,7.303999e-08,8.896728e-16,3.197058e-12,1.55667e-07,4.330042e-09,4.9829666e-08,6.595235e-06,5.347226e-16,0.98688775,2.4944086e-06,8.163435e-18,0.013082707,1.50125115e-05,1.3559127e-28,4.9601285e-06,1.537458e-14
/Users/marcobenavides/repos/ML4FG/3D-RBP/Data/datasets/clip/28_ICLIP_TIA1_hg19,12,0.00048578845,4.8914643e-13,1.5279202e-25,4.635468e-16,0.00071574195,0.003172388,0.9931613,0.0002819992,1.0220528e-22,0.00049389986,1.3858202e-12,9.856429e-16,1.2730937e-11,0.0016427868,1.0860586e-21,1.3008641e-13,4.6131874e-05
/Users/marcobenavides/repos/ML4FG/3D-RBP/Data/datasets/clip/28_ICLIP_TIA1_hg19,13,0.0002750019,1.0253625e-13,1.4699061e-26,5.8165686e-17,0.0001457485,0.0014661292,0.99732167,0.00021000039,6.1154402e-24,9.8154494e-05,8.6403324e-14,5.328736e-16,1.3061695e-12,0.00040977975,6.8925885e-22,1.10721614e-14,7.3562565e-05
/Users/marcobenavides/repos/ML4FG/3D-RBP/Data/datasets/clip/6_CLIP-seq-eIF4AIII_1,14,3.469333e-05,9.81497e-07,3.4623198e-12,9.406164e-11,0.96285206,0.008481895,0.00049959036,0.0011544812,1.8694204e-09,0.00030634616,0.009929929,1.0814078e-08,2.1823112e-06,0.016280415,1.1704201e-13,1.07772046e-07,0.0004572147
/Users/marcobenavides/repos/ML4FG/3D-RBP/Data/datasets/clip/28_ICLIP_TIA1_hg19,15,0.0002842931,1.171226e-13,1.8210281e-26,6.2925694e-17,0.00016655162,0.0015494301,0.99716175,0.00021669996,7.923844e-24,0.00010340676,1.09153836e-13,5.733147e-16,1.4709821e-12,0.00043937124,7.170028e-22,1.24184085e-14,7.847156e-05
/Users/marcobenavides/repos/ML4FG/3D-RBP/Data/datasets/clip/17_ICLIP_HNRNPC_hg19,16,3.666642e-13,1.7680397e-10,4.722225e-06,7.575574e-05,5.5079368e-09,2.438463e-07,4.7800094e-15,6.113277e-07,0.99816376,4.331523e-17,1.817311e-18,3.781766e-12,8.446395e-16,1.2725497e-12,0.0017549344,5.2741576e-09,6.162158e-11
/Users/marcobenavides/repos/ML4FG/3D-RBP/Data/datasets/clip/22_ICLIP_NSUN2_293_group_4007_all-NSUN2-293-hg19_sum_G_hg19--ensembl59_from_3137-3202_bedGraph-cDNA-hits-in-genome,17,1.6791333e-07,2.674556e-05,5.306375e-16,3.4950447e-09,8.935009e-09,7.7733853e-14,4.08945e-09,1.4751204e-10,1.266441e-18,7.778763e-08,4.6052693e-11,5.34136e-11,0.00054666284,2.1536413e-09,1.6337798e-12,0.99942636,2.469379e-16
/Users/marcobenavides/repos/ML4FG/3D-RBP/Data/datasets/clip/22_ICLIP_NSUN2_293_group_4007_all-NSUN2-293-hg19_sum_G_hg19--ensembl59_from_3137-3202_bedGraph-cDNA-hits-in-genome,18,2.606018e-07,2.1802563e-05,6.117387e-16,3.7754027e-09,1.1309903e-08,1.6059708e-13,7.2055535e-09,2.359001e-10,1.3430211e-18,1.0167029e-07,4.9611724e-11,6.5481856e-11,0.00051046064,3.1253966e-09,2.6594157e-12,0.9994673,3.1940022e-16
/Users/marcobenavides/repos/ML4FG/3D-RBP/Data/datasets/clip/13_PARCLIP_FUS_hg19,19,2.4953564e-09,0.005012739,9.976257e-09,8.656586e-09,3.8954377e-07,2.1145914e-10,1.3593992e-11,6.361654e-07,6.5347255e-11,0.00010822281,6.312996e-07,6.114877e-10,0.994772,9.9707265e-08,3.5716104e-17,0.00010537331,4.8870356e-11
/Users/marcobenavides/repos/ML4FG/3D-RBP/Data/datasets/clip/19_ICLIP_hnRNPL_U266_group_3986_all-hnRNPL-U266-hg19_sum_G_hg19--ensembl59_from_2485_bedGraph-cDNA-hits-in-genome,20,1.18929556e-07,2.0233676e-06,0.00024701378,0.00340899,2.9023637e-05,0.03800627,5.0268216e-08,0.06265672,0.0009867382,1.9780229e-09,1.3506243e-09,0.8912695,1.5751242e-08,3.535961e-08,0.0033818742,1.9826982e-06,9.665651e-06
/Users/marcobenavides/repos/ML4FG/3D-RBP/Data/datasets/clip/15_PARCLIP_IGF2BP123_hg19,21,4.0666342e-07,2.9485678e-09,5.312186e-17,1.6132728e-14,0.00036619892,2.0549703e-07,4.3297955e-06,9.444025e-05,1.5730364e-14,0.00017055511,0.99744606,2.010612e-15,6.494668e-08,0.0019177865,3.0841829e-25,8.8642227e-10,5.7631333e-10
/Users/marcobenavides/repos/ML4FG/3D-RBP/Data/datasets/clip/15_PARCLIP_IGF2BP123_hg19,22,3.583363e-07,2.2967248e-09,3.2919836e-17,1.09294135e-14,0.00055884087,3.004853e-07,5.244164e-06,8.029917e-05,1.340247e-14,0.00015673669,0.9967068,2.1661724e-15,5.34446e-08,0.0024914627,3.3058631e-25,7.1065803e-10,1.0534383e-09
/Users/marcobenavides/repos/ML4FG/3D-RBP/Data/datasets/clip/3_HITSCLIP_Ago2_binding_clusters,23,1.34215936e-17,0.00092093064,0.998456,0.00043809603,1.6622966e-10,2.666543e-12,2.925874e-22,0.00010612484,1.3635415e-07,2.7963497e-14,7.625458e-18,7.8722216e-05,1.1366655e-08,6.1391895e-16,7.331797e-17,7.132849e-10,3.2234375e-11
/Users/marcobenavides/repos/ML4FG/3D-RBP/Data/datasets/clip/27_ICLIP_TDP43_hg19,24,9.856268e-06,4.845649e-05,0.00011060303,0.00094197673,0.000396191,0.016113225,2.680214e-06,0.9782089,0.00021178878,2.7548303e-06,5.965166e-06,0.0039098924,5.6093318e-06,8.281197e-06,3.8183558e-07,1.6620439e-05,6.78869e-06
/Users/marcobenavides/repos/ML4FG/3D-RBP/Data/datasets/clip/31_ICLIP_U2AF65_Hela_iCLIP_ctrl+kd_all_clusters,25,1.8376468e-05,2.1360787e-05,2.8343563e-06,2.2788392e-05,0.06888141,0.84984004,2.9198154e-05,0.059925787,8.18045e-05,2.1434157e-06,7.358628e-06,0.01806401,1.0825725e-06,0.00018534316,3.7282876e-05,5.264494e-06,0.0028739762
/Users/marcobenavides/repos/ML4FG/3D-RBP/Data/datasets/clip/22_ICLIP_NSUN2_293_group_4007_all-NSUN2-293-hg19_sum_G_hg19--ensembl59_from_3137-3202_bedGraph-cDNA-hits-in-genome,26,8.7852584e-08,1.4391872e-05,1.1000694e-16,3.6071666e-09,5.620364e-09,1.5014686e-14,1.815895e-09,4.4501673e-11,2.8990775e-19,1.960428e-08,1.0276198e-11,3.7074753e-11,0.00016985455,8.495683e-10,4.247665e-12,0.99981564,1.3171231e-16
/Users/marcobenavides/repos/ML4FG/3D-RBP/Data/datasets/clip/12_PARCLIP_EWSR1_hg19,27,4.2706696e-09,3.0900175e-14,1.0871378e-26,6.471867e-19,0.003481404,3.890318e-07,1.6918582e-05,2.5720904e-06,1.8360592e-21,0.0012663036,0.0002697999,1.5862871e-22,1.3418485e-09,0.9949627,1.7755971e-35,8.9690625e-12,8.5731006e-10
/Users/marcobenavides/repos/ML4FG/3D-RBP/Data/datasets/clip/15_PARCLIP_IGF2BP123_hg19,28,3.0788624e-07,2.0596105e-09,2.8779463e-17,8.517727e-15,0.0004914004,2.4674088e-07,4.4216904e-06,7.297401e-05,1.18584435e-14,0.00012645242,0.9972254,1.9357492e-15,4.1841567e-08,0.0020787853,2.7146893e-25,5.728852e-10,8.915379e-10
/Users/marcobenavides/repos/ML4FG/3D-RBP/Data/datasets/clip/3_HITSCLIP_Ago2_binding_clusters,29,2.3687535e-18,0.0010759255,0.9984711,0.00035938565,8.411231e-11,3.7487385e-13,3.0051454e-23,4.6403817e-05,7.107798e-08,7.1894725e-15,1.25975e-18,4.712383e-05,6.624498e-09,1.5356155e-16,1.34926906e-17,5.072245e-10,1.1440457e-11
/Users/marcobenavides/repos/ML4FG/3D-RBP/Data/datasets/clip/25_CLIPSEQ_SFRS1_hg19,30,1.4417322e-14,0.99941087,0.000115858405,0.0004349887,1.17278496e-07,5.8565234e-17,3.357896e-20,2.8389044e-09,5.5073055e-08,9.18848e-12,3.4301243e-13,9.980053e-08,2.278126e-05,5.517835e-14,4.55097e-16,1.5253435e-05,4.38398e-11
/Users/marcobenavides/repos/ML4FG/3D-RBP/Data/datasets/clip/19_ICLIP_hnRNPL_U266_group_3986_all-hnRNPL-U266-hg19_sum_G_hg19--ensembl59_from_2485_bedGraph-cDNA-hits-in-genome,31,1.01176504e-07,2.8699365e-06,0.0004986501,0.006774805,1.3472452e-05,0.021747772,3.359333e-08,0.11664409,0.0012760146,1.5745167e-09,1.2767618e-09,0.85190684,2.2140526e-08,2.1642702e-08,0.0011283504,2.3342345e-06,4.5579736e-06
/Users/marcobenavides/repos/ML4FG/3D-RBP/Data/datasets/clip/22_ICLIP_NSUN2_293_group_4007_all-NSUN2-293-hg19_sum_G_hg19--ensembl59_from_3137-3202_bedGraph-cDNA-hits-in-genome,32,3.0003437e-07,2.1932383e-05,6.8664085e-16,3.9502575e-09,1.2281619e-08,1.9870188e-13,8.374539e-09,2.7067834e-10,1.4636042e-18,1.09163814e-07,5.3402803e-11,7.159537e-11,0.00050937955,3.3920713e-09,3.099068e-12,0.99946827,3.4008307e-16
/Users/marcobenavides/repos/ML4FG/3D-RBP/Data/datasets/clip/15_PARCLIP_IGF2BP123_hg19,33,3.3719914e-07,2.0074473e-09,2.4619782e-17,9.0214015e-15,0.0007936009,4.2617592e-07,6.2054996e-06,7.233675e-05,1.3066886e-14,0.00014550044,0.99584633,2.5452535e-15,4.7348585e-08,0.0031352702,3.9776899e-25,6.169963e-10,1.6628805e-09
/Users/marcobenavides/repos/ML4FG/3D-RBP/Data/datasets/clip/28_ICLIP_TIA1_hg19,34,0.00034139826,2.1785012e-13,3.7806076e-26,8.422761e-17,0.0004098131,0.0022279122,0.9957624,0.00023084877,2.4131907e-23,0.00018172413,4.3263974e-13,5.247199e-16,2.9189305e-12,0.00076737144,4.1622798e-22,2.4050777e-14,7.8513134e-05
/Users/marcobenavides/repos/ML4FG/3D-RBP/Data/datasets/clip/24_PARCLIP_QKI_hg19,35,7.2070385e-08,3.743224e-07,0.00011846615,0.0009143819,3.964537e-05,0.0059370985,7.8708915e-09,0.0005397679,0.00592071,8.411129e-11,1.10908956e-11,0.0072064274,1.2436516e-09,1.6192587e-08,0.9793001,4.4046354e-07,2.2520182e-05
/Users/marcobenavides/repos/ML4FG/3D-RBP/Data/datasets/clip/13_PARCLIP_FUS_hg19,36,1.4209574e-08,0.0020662127,6.1605694e-09,1.1343088e-08,8.5502984e-07,9.995601e-10,2.3664956e-10,1.7227892e-06,7.330012e-11,0.0003456688,1.8331913e-06,1.1767659e-09,0.99732697,3.639971e-07,2.1163477e-16,0.0002564323,9.3138455e-11
/Users/marcobenavides/repos/ML4FG/3D-RBP/Data/datasets/clip/13_PARCLIP_FUS_hg19,37,3.5697798e-09,0.0045782933,1.0747088e-08,9.520938e-09,4.3552552e-07,3.5768186e-10,2.3003894e-11,9.013367e-07,7.766665e-11,0.000140033,7.6075384e-07,7.4011197e-10,0.9951669,1.2452206e-07,4.5092762e-17,0.000112495196,4.8259008e-11
/Users/marcobenavides/repos/ML4FG/3D-RBP/Data/datasets/clip/17_ICLIP_HNRNPC_hg19,38,2.2564425e-13,4.5492607e-10,5.8627757e-06,0.00071074086,4.7195714e-09,4.1345366e-08,5.4280544e-15,4.470975e-07,0.9987257,4.6310934e-17,2.0811705e-18,2.1749564e-12,1.2439304e-15,4.5149965e-13,0.00055711664,2.9583894e-08,2.4412555e-11
/Users/marcobenavides/repos/ML4FG/3D-RBP/Data/datasets/clip/26_PARCLIP_TAF15_hg19,39,3.8198699e-25,0.0,0.0,0.0,5.2499454e-09,8.827494e-16,4.3972683e-08,1.474679e-13,0.0,1.1033083e-21,7.422747e-26,0.0,0.0,4.169267e-11,0.0,0.0,1.0
/Users/marcobenavides/repos/ML4FG/3D-RBP/Data/datasets/clip/22_ICLIP_NSUN2_293_group_4007_all-NSUN2-293-hg19_sum_G_hg19--ensembl59_from_3137-3202_bedGraph-cDNA-hits-in-genome,40,1.6297344e-07,2.127361e-05,3.551628e-16,3.792713e-09,8.630211e-09,5.983021e-14,3.8534393e-09,1.2009121e-10,8.7025e-19,5.4275308e-08,3.0096394e-11,5.364955e-11,0.00036738947,1.810247e-09,2.8349447e-12,0.9996111,2.320284e-16
/Users/marcobenavides/repos/ML4FG/3D-RBP/Data/datasets/clip/22_ICLIP_NSUN2_293_group_4007_all-NSUN2-293-hg19_sum_G_hg19--ensembl59_from_3137-3202_bedGraph-cDNA-hits-in-genome,41,2.9015425e-07,2.485715e-05,8.3178694e-16,3.6616927e-09,1.2145553e-08,2.1839457e-13,8.288158e-09,2.949612e-10,1.7809269e-18,1.3499783e-07,6.741123e-11,6.853578e-11,0.0006588544,3.7322256e-09,2.0382149e-12,0.99931586,3.5215779e-16
/Users/marcobenavides/repos/ML4FG/3D-RBP/Data/datasets/clip/26_PARCLIP_TAF15_hg19,42,7.7120195e-26,0.0,0.0,0.0,4.735136e-10,1.8088046e-16,3.0763996e-08,6.2828906e-14,0.0,8.114112e-23,1.2659108e-27,0.0,0.0,2.0713895e-12,0.0,0.0,1.0
/Users/marcobenavides/repos/ML4FG/3D-RBP/Data/datasets/clip/23_PARCLIP_PUM2_hg19,43,6.440392e-08,1.0596136e-07,1.1406783e-15,3.1673804e-12,1.3797236e-07,2.6003215e-09,2.5864086e-08,5.3088133e-06,4.9987713e-16,0.97818565,1.8247064e-06,9.7731935e-18,0.021787912,1.2993447e-05,1.185522e-28,5.95267e-06,1.2211024e-14
/Users/marcobenavides/repos/ML4FG/3D-RBP/Data/datasets/clip/24_PARCLIP_QKI_hg19,44,7.947068e-08,9.988491e-07,0.00058676023,0.009637764,3.606834e-05,0.009193827,1.515721e-08,0.0028891654,0.0183558,2.4710298e-10,3.4052126e-11,0.020773979,4.262211e-09,1.7588038e-08,0.9385013,2.2825543e-06,2.1955497e-05
/Users/marcobenavides/repos/ML4FG/3D-RBP/Data/datasets/clip/19_ICLIP_hnRNPL_U266_group_3986_all-hnRNPL-U266-hg19_sum_G_hg19--ensembl59_from_2485_bedGraph-cDNA-hits-in-genome,45,1.2463022e-07,2.8907216e-06,0.0004915103,0.0070957397,1.6092274e-05,0.022070272,4.181642e-08,0.079687394,0.0011334734,2.1803743e-09,1.4622044e-09,0.8873665,2.942377e-08,2.5363908e-08,0.002126341,2.6752784e-06,6.915718e-06
/Users/marcobenavides/repos/ML4FG/3D-RBP/Data/datasets/clip/31_ICLIP_U2AF65_Hela_iCLIP_ctrl+kd_all_clusters,46,1.5937609e-05,1.8240435e-05,1.848043e-06,1.2270504e-05,0.06585622,0.87044907,2.5174655e-05,0.044223726,6.1679064e-05,1.5124699e-06,4.86102e-06,0.0154393,6.367374e-07,0.00017974699,3.9623577e-05,3.4215384e-06,0.0036667846
/Users/marcobenavides/repos/ML4FG/3D-RBP/Data/datasets/clip/26_PARCLIP_TAF15_hg19,47,8.498607e-26,0.0,0.0,0.0,4.912131e-10,1.9188339e-16,3.2293567e-08,6.758375e-14,0.0,8.9929544e-23,1.3441357e-27,0.0,0.0,2.1852544e-12,0.0,0.0,1.0
/Users/marcobenavides/repos/ML4FG/3D-RBP/Data/datasets/clip/10_PARCLIP_ELAVL1A_hg19,48,1.3491304e-05,9.388877e-05,0.0019373067,0.03378971,0.000532449,0.20410867,3.4994398e-06,0.4222449,0.0052354317,5.9201403e-07,2.511476e-07,0.33152276,4.4756507e-06,1.6782699e-06,0.0004167332,5.5480818e-05,3.8724833e-05
/Users/marcobenavides/repos/ML4FG/3D-RBP/Data/datasets/clip/31_ICLIP_U2AF65_Hela_iCLIP_ctrl+kd_all_clusters,49,1.7474329e-05,1.8772873e-05,1.5403455e-06,1.0474898e-05,0.0790206,0.85661477,2.9306977e-05,0.048908547,5.496636e-05,1.9822953e-06,7.6088572e-06,0.011443531,7.7259637e-07,0.00022271974,2.2547265e-05,3.5482976e-06,0.0036208709
/Users/marcobenavides/repos/ML4FG/3D-RBP/Data/datasets/clip/15_PARCLIP_IGF2BP123_hg19,50,3.610416e-07,2.7231934e-09,4.5886114e-17,1.3442416e-14,0.00024244958,1.3005224e-07,3.1455388e-06,8.768992e-05,1.2405437e-14,0.0001476785,0.99810946,1.263101e-15,5.4426334e-08,0.0014090944,1.478466e-25,7.3407225e-10,2.8315475e-10
/Users/marcobenavides/repos/ML4FG/3D-RBP/Data/datasets/clip/27_ICLIP_TDP43_hg19,51,9.341112e-06,5.1569426e-05,0.00012460828,0.0010230764,0.00035549307,0.015340139,2.4409799e-06,0.9787185,0.00021980943,2.7366368e-06,4.803071e-06,0.004109872,6.000199e-06,7.5733033e-06,3.7921515e-07,1.7484945e-05,6.0907482e-06
/Users/marcobenavides/repos/ML4FG/3D-RBP/Data/datasets/clip/6_CLIP-seq-eIF4AIII_1,52,4.007975e-05,1.111063e-06,4.8164845e-12,1.6742903e-10,0.9586635,0.008361309,0.00054877624,0.0013588171,2.5138258e-09,0.0003793392,0.012541342,1.3394119e-08,3.3403887e-06,0.017762192,1.6013812e-13,1.5505631e-07,0.0003399804
/Users/marcobenavides/repos/ML4FG/3D-RBP/Data/datasets/clip/26_PARCLIP_TAF15_hg19,53,1.3402357e-25,0.0,0.0,0.0,1.366253e-09,3.380117e-16,3.1158947e-08,7.9131044e-14,0.0,2.1773715e-22,8.448274e-27,0.0,0.0,7.599e-12,0.0,0.0,1.0
/Users/marcobenavides/repos/ML4FG/3D-RBP/Data/datasets/clip/31_ICLIP_U2AF65_Hela_iCLIP_ctrl+kd_all_clusters,54,1.34040465e-05,1.8003948e-05,2.4762621e-06,1.8053688e-05,0.05926246,0.8544449,2.215588e-05,0.06648857,8.033705e-05,1.5280036e-06,7.604066e-06,0.017102823,6.9637264e-07,0.00014599695,2.2714412e-05,4.1086128e-06,0.0023641947
/Users/marcobenavides/repos/ML4FG/3D-RBP/Data/datasets/clip/19_ICLIP_hnRNPL_U266_group_3986_all-hnRNPL-U266-hg19_sum_G_hg19--ensembl59_from_2485_bedGraph-cDNA-hits-in-genome,55,9.735103e-08,1.949646e-06,0.0003220603,0.0045016063,1.765079e-05,0.026173195,3.65198e-08,0.06845518,0.0010256671,1.5829792e-09,1.0815734e-09,0.8966513,1.5946682e-08,2.3938668e-08,0.0028419392,1.939809e-06,7.244899e-06
/Users/marcobenavides/repos/ML4FG/3D-RBP/Data/datasets/clip/17_ICLIP_HNRNPC_hg19,56,2.4440232e-13,1.2511664e-10,3.869722e-06,5.6435758e-05,4.1660124e-09,1.9014516e-07,2.7426812e-15,5.0841487e-07,0.9984659,2.6301331e-17,9.75015e-19,1.7820872e-12,4.812158e-16,9.504392e-13,0.0014731445,3.913935e-09,4.1604737e-11
/Users/marcobenavides/repos/ML4FG/3D-RBP/Data/datasets/clip/25_CLIPSEQ_SFRS1_hg19,57,1.8211509e-13,0.9983833,0.0004949381,0.0010398582,3.6999583e-07,5.3158445e-15,8.299767e-19,5.1824507e-08,2.987413e-07,1.02345084e-10,2.9176065e-12,5.059786e-07,5.984318e-05,6.1931916e-13,4.2207038e-15,2.0863521e-05,2.647929e-10
/Users/marcobenavides/repos/ML4FG/3D-RBP/Data/datasets/clip/23_PARCLIP_PUM2_hg19,58,1.6362782e-07,4.3529322e-08,6.227976e-16,3.311637e-12,1.8862889e-07,7.4278668e-09,1.0863226e-07,7.739418e-06,5.865614e-16,0.99294865,3.4717946e-06,6.5894237e-18,0.007016359,1.8966088e-05,1.8752522e-28,4.2989013e-06,2.0823441e-14
/Users/marcobenavides/repos/ML4FG/3D-RBP/Data/datasets/clip/26_PARCLIP_TAF15_hg19,59,4.835367e-25,0.0,0.0,0.0,5.966376e-09,1.0367501e-15,5.3600534e-08,1.7934512e-13,0.0,1.4803654e-21,7.5907185e-26,0.0,0.0,4.892885e-11,0.0,0.0,1.0
/Users/marcobenavides/repos/ML4FG/3D-RBP/Data/datasets/clip/31_ICLIP_U2AF65_Hela_iCLIP_ctrl+kd_all_clusters,60,1.4333969e-05,2.0762847e-05,4.9252026e-06,4.652505e-05,0.045463406,0.8285583,2.3292214e-05,0.09762137,0.00011966702,1.8208345e-06,9.359361e-06,0.026397632,1.0460831e-06,0.00012146782,2.787115e-05,6.0413763e-06,0.0015620536
/Users/marcobenavides/repos/ML4FG/3D-RBP/Data/datasets/clip/17_ICLIP_HNRNPC_hg19,61,2.6845274e-13,1.6121297e-09,1.7129443e-05,0.004264236,6.6226846e-09,1.8335623e-08,1.221228e-14,6.017747e-07,0.99528533,7.212216e-17,6.524172e-18,9.3585304e-12,2.862921e-15,4.4490507e-13,0.00043253592,1.2274043e-07,3.420389e-11
/Users/marcobenavides/repos/ML4FG/3D-RBP/Data/datasets/clip/21_PARCLIP_MOV10_Sievers_hg19,62,0.9974981,5.7989826e-07,2.0394248e-13,6.0503e-10,0.0005572693,0.0009982532,0.0008793815,9.680251e-07,1.3202177e-12,5.3180564e-05,7.183232e-08,1.3386176e-10,4.163557e-06,5.3368876e-06,4.54982e-09,2.7339593e-06,1.7968167e-12
/Users/marcobenavides/repos/ML4FG/3D-RBP/Data/datasets/clip/6_CLIP-seq-eIF4AIII_1,63,2.6650036e-05,8.0896507e-07,2.1070361e-12,3.739159e-11,0.9678879,0.008973835,0.00042482087,0.0009494991,1.1788328e-09,0.00020575894,0.0065913196,8.355116e-09,1.0580729e-06,0.014091726,7.828791e-14,5.84647e-08,0.000846521
/Users/marcobenavides/repos/ML4FG/3D-RBP/Data/datasets/clip/28_ICLIP_TIA1_hg19,64,0.00037875457,2.055594e-13,4.862277e-26,2.4556867e-16,0.00024321895,0.0020114863,0.99605954,0.00024280086,2.231251e-23,0.00022947096,2.4496277e-13,8.7272806e-16,4.606179e-12,0.00078789267,1.446768e-21,4.6357707e-14,4.6941244e-05
